date,Time,NO2 (µg/m³),Globalstrahlung (W/m²),Temperatur (°C),Windgeschwindigkeit (m/s),Windrichtung (°),hour,uhrzeit
03-22 05:30-00,2020-03-22 05:30:00,24.919999999999998,6.2,3.4,0.38,155.2,05:30:00,5
03-22 06:00-00,2020-03-22 06:00:00,27.959999999999997,6.2,3.4200000000000004,0.45999999999999996,201.2,06:00:00,6
03-22 06:30-00,2020-03-22 06:30:00,37.32000000000001,7.4,3.4,0.44000000000000006,231.6,06:30:00,6
03-22 07:00-00,2020-03-22 07:00:00,43.76,20.0,3.54,0.6799999999999999,178.4,07:00:00,7
03-22 07:30-00,2020-03-22 07:30:00,42.260000000000005,54.6,4.1,0.9800000000000001,216.4,07:30:00,7
03-22 08:00-00,2020-03-22 08:00:00,47.58,113.0,4.5200000000000005,1.0,229.2,08:00:00,8
03-22 08:30-00,2020-03-22 08:30:00,47.44,161.2,5.1,1.2200000000000002,233.2,08:30:00,8
03-22 09:00-00,2020-03-22 09:00:00,43.12,199.8,5.62,1.5000000000000002,183.6,09:00:00,9
03-22 09:30-00,2020-03-22 09:30:00,38.7,291.6,6.200000000000001,1.7400000000000002,224.0,09:30:00,9
03-22 10:00-00,2020-03-22 10:00:00,38.86,397.4,6.9,1.7,232.0,10:00:00,10
03-22 10:30-00,2020-03-22 10:30:00,35.675,447.2,7.8,1.58,230.8,10:30:00,10
03-22 11:00-00,2020-03-22 11:00:00,23.224999999999998,465.8,8.96,1.54,191.4,11:00:00,11
03-22 11:30-00,2020-03-22 11:30:00,16.52,439.6,9.32,1.9,166.8,11:30:00,11
03-22 12:00-00,2020-03-22 12:00:00,17.160000000000004,451.2,9.559999999999999,1.7400000000000002,170.8,12:00:00,12
03-22 12:30-00,2020-03-22 12:30:00,20.2,420.4,9.559999999999999,1.5999999999999999,185.4,12:30:00,12
03-22 13:00-00,2020-03-22 13:00:00,22.619999999999997,372.0,9.620000000000001,1.8800000000000001,187.0,13:00:00,13
03-22 13:30-00,2020-03-22 13:30:00,16.4,400.4,10.059999999999999,1.86,154.8,13:30:00,13
03-22 14:00-00,2020-03-22 14:00:00,15.319999999999999,298.0,10.219999999999999,1.8399999999999999,147.4,14:00:00,14
03-22 14:30-00,2020-03-22 14:30:00,15.26,292.6,10.34,1.7400000000000002,160.0,14:30:00,14
03-22 15:00-00,2020-03-22 15:00:00,15.4,254.2,10.5,1.78,159.8,15:00:00,15
03-22 15:30-00,2020-03-22 15:30:00,16.1,253.0,10.620000000000001,1.64,159.4,15:30:00,15
03-22 16:00-00,2020-03-22 16:00:00,15.86,262.8,10.74,1.78,157.0,16:00:00,16
03-22 16:30-00,2020-03-22 16:30:00,18.54,186.8,10.680000000000001,1.6800000000000002,161.6,16:30:00,16
03-22 17:00-00,2020-03-22 17:00:00,20.18,94.8,10.58,1.5399999999999998,144.2,17:00:00,17
03-22 17:30-00,2020-03-22 17:30:00,20.02,50.6,10.34,1.52,148.2,17:30:00,17
03-22 18:00-00,2020-03-22 18:00:00,22.04,33.6,10.14,1.3800000000000001,149.6,18:00:00,18
03-22 18:30-00,2020-03-22 18:30:00,25.72,16.6,9.9,1.1800000000000002,136.6,18:30:00,18
03-22 19:00-00,2020-03-22 19:00:00,36.260000000000005,7.6,9.62,1.1,231.2,19:00:00,19
03-22 19:30-00,2020-03-22 19:30:00,27.359999999999996,6.0,9.26,0.96,152.2,19:30:00,19
03-22 20:00-00,2020-03-22 20:00:00,25.02,6.0,8.739999999999998,0.9600000000000002,103.6,20:00:00,20
03-22 20:30-00,2020-03-22 20:30:00,23.939999999999998,6.0,8.32,1.02,108.8,20:30:00,20
03-22 21:00-00,2020-03-22 21:00:00,28.620000000000005,6.0,8.040000000000001,1.18,107.0,21:00:00,21
03-22 21:30-00,2020-03-22 21:30:00,27.78,6.0,7.859999999999999,1.44,177.2,21:30:00,21
03-22 22:00-00,2020-03-22 22:00:00,23.919999999999998,6.0,7.62,1.48,170.4,22:00:00,22
03-22 22:30-00,2020-03-22 22:30:00,23.880000000000003,6.0,7.56,1.4600000000000002,163.6,22:30:00,22
03-22 23:00-00,2020-03-22 23:00:00,21.919999999999998,5.8,7.340000000000001,1.42,174.8,23:00:00,23
03-22 23:30-00,2020-03-22 23:30:00,19.740000000000002,6.0,7.0200000000000005,1.3,122.2,23:30:00,23
03-23 00:00-00,2020-03-23 00:00:00,19.28,6.2,6.8,0.96,163.6,00:00:00,0
03-23 00:30-00,2020-03-23 00:30:00,18.5,6.0,6.6,1.08,165.4,00:30:00,0
03-23 01:00-00,2020-03-23 01:00:00,18.839999999999996,6.0,6.44,0.8,140.2,01:00:00,1
03-23 01:30-00,2020-03-23 01:30:00,19.55,6.0,6.380000000000001,0.8399999999999999,180.4,01:30:00,1
03-23 02:00-00,2020-03-23 02:00:00,17.4,6.0,6.180000000000001,0.9,166.0,02:00:00,2
03-23 02:30-00,2020-03-23 02:30:00,21.5,6.0,5.859999999999999,0.78,263.2,02:30:00,2
03-23 03:00-00,2020-03-23 03:00:00,21.28,6.0,5.760000000000001,0.8,194.4,03:00:00,3
03-23 03:30-00,2020-03-23 03:30:00,23.5,6.0,5.76,0.9399999999999998,188.8,03:30:00,3
03-23 04:00-00,2020-03-23 04:00:00,22.220000000000002,6.0,5.6,0.9399999999999998,202.0,04:00:00,4
03-23 04:30-00,2020-03-23 04:30:00,21.14,6.0,5.340000000000001,1.18,203.8,04:30:00,4
03-23 05:00-00,2020-03-23 05:00:00,22.359999999999996,6.0,5.220000000000001,1.08,212.6,05:00:00,5
03-23 05:30-00,2020-03-23 05:30:00,25.24,6.0,5.1,1.1599999999999997,215.6,05:30:00,5
03-23 06:00-00,2020-03-23 06:00:00,25.839999999999996,6.0,5.0200000000000005,1.2,205.6,06:00:00,6
03-23 06:30-00,2020-03-23 06:30:00,25.839999999999996,7.8,5.039999999999999,1.2799999999999998,205.4,06:30:00,6
03-23 07:00-00,2020-03-23 07:00:00,30.859999999999996,19.2,4.92,1.4600000000000002,206.4,07:00:00,7
03-23 07:30-00,2020-03-23 07:30:00,32.260000000000005,41.4,5.08,1.5400000000000003,215.6,07:30:00,7
03-23 08:00-00,2020-03-23 08:00:00,29.18,81.2,5.42,1.3800000000000001,147.8,08:00:00,8
03-23 08:30-00,2020-03-23 08:30:00,33.1,149.0,6.06,1.14,197.2,08:30:00,8
03-23 09:00-00,2020-03-23 09:00:00,32.18,209.8,6.720000000000001,1.1800000000000002,198.6,09:00:00,9
03-23 09:30-00,2020-03-23 09:30:00,36.81999999999999,233.4,7.18,1.32,252.2,09:30:00,9
03-23 10:00-00,2020-03-23 10:00:00,34.68,290.6,7.5600000000000005,1.4,250.8,10:00:00,10
03-23 10:30-00,2020-03-23 10:30:00,31.339999999999996,335.6,8.14,1.22,246.8,10:30:00,10
03-23 11:00-00,2020-03-23 11:00:00,28.420000000000005,452.25,8.68,1.5,235.8,11:00:00,11
03-23 11:30-00,2020-03-23 11:30:00,32.875,442.5,9.32,1.42,245.0,11:30:00,11
03-23 12:00-00,2020-03-23 12:00:00,26.2,430.5,10.55,1.75,233.25,12:00:00,12
03-23 12:30-00,2020-03-23 12:30:00,31.96,432.0,9.819999999999999,1.3599999999999999,257.6,12:30:00,12
03-23 13:00-00,2020-03-23 13:00:00,32.76,391.6,10.219999999999999,1.28,188.2,13:00:00,13
03-23 13:30-00,2020-03-23 13:30:00,32.54,442.6,10.920000000000002,1.4600000000000002,249.2,13:30:00,13
03-23 14:00-00,2020-03-23 14:00:00,31.5,364.6,11.299999999999999,1.5,174.6,14:00:00,14
03-23 14:30-00,2020-03-23 14:30:00,27.2,379.8,11.7,1.6,210.6,14:30:00,14
03-23 15:00-00,2020-03-23 15:00:00,23.66,299.6,11.9,1.9,205.6,15:00:00,15
03-23 15:30-00,2020-03-23 15:30:00,22.880000000000003,276.2,11.9,1.6600000000000001,137.4,15:30:00,15
03-23 16:00-00,2020-03-23 16:00:00,22.84,253.2,12.080000000000002,1.6200000000000003,199.2,16:00:00,16
03-23 16:30-00,2020-03-23 16:30:00,22.7,214.8,12.2,1.86,205.2,16:30:00,16
03-23 17:00-00,2020-03-23 17:00:00,22.759999999999998,102.2,12.040000000000001,1.9,196.4,17:00:00,17
03-23 17:30-00,2020-03-23 17:30:00,23.880000000000003,97.2,11.860000000000003,2.0,197.2,17:30:00,17
03-23 18:00-00,2020-03-23 18:00:00,25.02,77.8,11.66,1.9200000000000004,193.4,18:00:00,18
03-23 18:30-00,2020-03-23 18:30:00,29.580000000000002,35.6,11.059999999999999,1.8400000000000003,194.0,18:30:00,18
03-23 19:00-00,2020-03-23 19:00:00,32.22,10.4,10.48,1.5,188.4,19:00:00,19
03-23 19:30-00,2020-03-23 19:30:00,35.17999999999999,6.6,9.959999999999999,1.4600000000000002,181.0,19:30:00,19
03-23 20:00-00,2020-03-23 20:00:00,36.38,6.6,9.4,1.7200000000000002,234.2,20:00:00,20
03-23 20:30-00,2020-03-23 20:30:00,39.779999999999994,6.6,8.9,1.6199999999999999,227.2,20:30:00,20
03-23 21:00-00,2020-03-23 21:00:00,35.12,6.8,8.52,1.56,202.2,21:00:00,21
03-23 21:30-00,2020-03-23 21:30:00,30.520000000000003,6.6,8.24,0.82,190.2,21:30:00,21
03-23 22:00-00,2020-03-23 22:00:00,41.64,6.6,7.88,1.04,254.6,22:00:00,22
03-23 22:30-00,2020-03-23 22:30:00,37.760000000000005,6.6,7.58,1.0,241.2,22:30:00,22
03-23 23:00-00,2020-03-23 23:00:00,34.44,6.6,7.159999999999999,0.9400000000000001,261.4,23:00:00,23
03-23 23:30-00,2020-03-23 23:30:00,31.18,6.6,6.6800000000000015,0.82,248.6,23:30:00,23
03-24 00:00-00,2020-03-24 00:00:00,28.919999999999998,6.8,6.38,0.7,192.0,00:00:00,0
03-24 00:30-00,2020-03-24 00:30:00,27.98,6.8,6.12,0.64,233.6,00:30:00,0
03-24 01:00-00,2020-03-24 01:00:00,27.380000000000003,6.6,5.819999999999999,0.9400000000000001,244.0,01:00:00,1
03-24 01:30-00,2020-03-24 01:30:00,29.080000000000002,6.8,5.74,0.82,166.8,01:30:00,1
03-24 02:00-00,2020-03-24 02:00:00,29.580000000000002,6.8,5.54,0.86,234.8,02:00:00,2
03-24 02:30-00,2020-03-24 02:30:00,26.940000000000005,6.8,5.58,0.6599999999999999,205.8,02:30:00,2
03-24 03:00-00,2020-03-24 03:00:00,23.26,7.0,5.46,0.9199999999999999,218.8,03:00:00,3
03-24 03:30-00,2020-03-24 03:30:00,22.85,7.0,5.42,0.74,217.8,03:30:00,3
03-24 04:00-00,2020-03-24 04:00:00,22.060000000000002,7.0,5.18,0.54,213.0,04:00:00,4
03-24 04:30-00,2020-03-24 04:30:00,25.46,6.8,5.0600000000000005,0.56,210.0,04:30:00,4
03-24 05:00-00,2020-03-24 05:00:00,26.500000000000007,7.0,5.04,0.76,211.8,05:00:00,5
03-24 05:30-00,2020-03-24 05:30:00,25.52,6.8,5.02,0.76,148.0,05:30:00,5
03-24 06:00-00,2020-03-24 06:00:00,27.02,6.8,4.9,0.9199999999999999,169.4,06:00:00,6
03-24 06:30-00,2020-03-24 06:30:00,28.740000000000002,9.2,4.92,0.8600000000000001,204.8,06:30:00,6
03-24 07:00-00,2020-03-24 07:00:00,26.659999999999997,22.4,4.9799999999999995,1.0799999999999998,112.6,07:00:00,7
03-24 07:30-00,2020-03-24 07:30:00,29.6,49.8,5.4,1.1199999999999999,114.0,07:30:00,7
03-24 08:00-00,2020-03-24 08:00:00,32.6,101.0,5.74,1.18,180.8,08:00:00,8
03-24 08:30-00,2020-03-24 08:30:00,27.28,183.2,6.12,1.1800000000000002,172.0,08:30:00,8
03-24 09:00-00,2020-03-24 09:00:00,29.080000000000002,237.4,6.94,0.9199999999999999,117.2,09:00:00,9
03-24 09:30-00,2020-03-24 09:30:00,25.380000000000003,301.2,7.5200000000000005,1.5,231.4,09:30:00,9
03-24 10:00-00,2020-03-24 10:00:00,28.139999999999997,374.8,7.959999999999999,1.52,233.4,10:00:00,10
03-24 10:30-00,2020-03-24 10:30:00,25.7,413.4,8.7,1.38,234.0,10:30:00,10
03-24 11:00-00,2020-03-24 11:00:00,26.859999999999996,450.6,9.479999999999999,1.3400000000000003,208.6,11:00:00,11
03-24 11:30-00,2020-03-24 11:30:00,24.3,448.2,10.080000000000002,1.6599999999999997,181.0,11:30:00,11
03-24 12:00-00,2020-03-24 12:00:00,21.540000000000003,536.6,10.74,1.48,192.2,12:00:00,12
03-24 12:30-00,2020-03-24 12:30:00,23.4,491.2,11.16,1.6199999999999999,190.8,12:30:00,12
03-24 13:00-00,2020-03-24 13:00:00,19.059999999999995,558.8,11.680000000000001,1.58,207.8,13:00:00,13
03-24 13:30-00,2020-03-24 13:30:00,18.9,590.4,12.139999999999999,1.8199999999999998,201.8,13:30:00,13
03-24 14:00-00,2020-03-24 14:00:00,15.559999999999999,512.0,12.4,1.86,196.2,14:00:00,14
03-24 14:30-00,2020-03-24 14:30:00,17.46,450.4,12.779999999999998,1.5399999999999998,209.8,14:30:00,14
03-24 15:00-00,2020-03-24 15:00:00,17.68,429.6,12.959999999999999,1.78,203.8,15:00:00,15
03-24 15:30-00,2020-03-24 15:30:00,16.42,349.6,13.059999999999999,1.7600000000000002,200.4,15:30:00,15
03-24 16:00-00,2020-03-24 16:00:00,16.900000000000002,313.6,13.26,1.86,209.6,16:00:00,16
03-24 16:30-00,2020-03-24 16:30:00,20.46,232.6,13.2,1.6800000000000002,216.0,16:30:00,16
03-24 17:00-00,2020-03-24 17:00:00,18.52,117.2,12.879999999999999,1.52,211.0,17:00:00,17
03-24 17:30-00,2020-03-24 17:30:00,23.46,87.8,12.719999999999999,1.48,191.6,17:30:00,17
03-24 18:00-00,2020-03-24 18:00:00,25.22,67.0,12.559999999999999,1.56,190.6,18:00:00,18
03-24 18:30-00,2020-03-24 18:30:00,21.880000000000003,30.2,12.08,1.44,174.6,18:30:00,18
03-24 19:00-00,2020-03-24 19:00:00,28.32,10.0,11.540000000000001,1.14,231.0,19:00:00,19
03-24 19:30-00,2020-03-24 19:30:00,32.24,6.6,10.999999999999998,1.14,239.2,19:30:00,19
03-24 20:00-00,2020-03-24 20:00:00,34.059999999999995,6.6,10.56,1.28,233.2,20:00:00,20
03-24 20:30-00,2020-03-24 20:30:00,32.52,6.6,10.26,1.42,230.2,20:30:00,20
03-24 21:00-00,2020-03-24 21:00:00,29.3,6.4,9.98,1.4600000000000002,232.6,21:00:00,21
03-24 21:30-00,2020-03-24 21:30:00,32.28,6.8,9.56,1.36,185.4,21:30:00,21
03-24 22:00-00,2020-03-24 22:00:00,26.040000000000003,7.0,9.719999999999999,1.7,198.4,22:00:00,22
03-24 22:30-00,2020-03-24 22:30:00,27.720000000000006,6.8,9.58,1.6800000000000002,193.0,22:30:00,22
03-24 23:00-00,2020-03-24 23:00:00,24.96,6.6,9.4,1.56,197.8,23:00:00,23
03-24 23:30-00,2020-03-24 23:30:00,20.759999999999998,6.6,9.38,1.7399999999999998,195.8,23:30:00,23
03-25 00:00-00,2020-03-25 00:00:00,21.559999999999995,6.4,9.040000000000001,1.8599999999999999,204.4,00:00:00,0
03-25 00:30-00,2020-03-25 00:30:00,20.8,6.4,8.48,1.8199999999999998,211.0,00:30:00,0
03-25 01:00-00,2020-03-25 01:00:00,18.860000000000003,6.4,8.139999999999999,1.48,212.0,01:00:00,1
03-25 01:30-00,2020-03-25 01:30:00,17.275,6.6,7.82,1.02,211.4,01:30:00,1
03-25 02:00-00,2020-03-25 02:00:00,19.6,6.6,7.32,1.26,245.8,02:00:00,2
03-25 02:30-00,2020-03-25 02:30:00,16.425,6.6,7.2,1.28,242.0,02:30:00,2
03-25 03:00-00,2020-03-25 03:00:00,21.619999999999997,6.8,6.959999999999999,1.0199999999999998,255.4,03:00:00,3
03-25 03:30-00,2020-03-25 03:30:00,35.760000000000005,6.6,6.160000000000001,1.04,270.6,03:30:00,3
03-25 04:00-00,2020-03-25 04:00:00,38.06,6.6,5.539999999999999,0.8600000000000001,287.4,04:00:00,4
03-25 04:30-00,2020-03-25 04:30:00,39.260000000000005,6.8,4.94,0.7,214.6,04:30:00,4
03-25 05:00-00,2020-03-25 05:00:00,39.660000000000004,6.8,4.4399999999999995,0.78,274.6,05:00:00,5
03-25 05:30-00,2020-03-25 05:30:00,36.78,6.8,4.22,0.8600000000000001,215.0,05:30:00,5
03-25 06:00-00,2020-03-25 06:00:00,31.140000000000004,6.8,4.239999999999999,0.9199999999999999,216.6,06:00:00,6
03-25 06:30-00,2020-03-25 06:30:00,36.7,9.8,4.140000000000001,1.06,210.6,06:30:00,6
03-25 07:00-00,2020-03-25 07:00:00,41.760000000000005,25.0,4.04,1.14,220.2,07:00:00,7
03-25 07:30-00,2020-03-25 07:30:00,37.68,58.8,4.339999999999999,0.86,169.6,07:30:00,7
03-25 08:00-00,2020-03-25 08:00:00,41.06,101.0,4.92,0.9400000000000001,162.2,08:00:00,8
03-25 08:30-00,2020-03-25 08:30:00,38.46,175.4,5.640000000000001,1.1,217.4,08:30:00,8
03-25 09:00-00,2020-03-25 09:00:00,36.42,266.0,6.5,1.4400000000000002,244.0,09:00:00,9
03-25 09:30-00,2020-03-25 09:30:00,33.28,290.4,7.4799999999999995,1.6800000000000002,235.2,09:30:00,9
03-25 10:00-00,2020-03-25 10:00:00,36.5,318.8,8.3,1.52,272.8,10:00:00,10
03-25 10:30-00,2020-03-25 10:30:00,31.8,373.6,8.9,1.86,232.2,10:30:00,10
03-25 11:00-00,2020-03-25 11:00:00,22.65,404.4,9.52,1.64,217.4,11:00:00,11
03-25 11:30-00,2020-03-25 11:30:00,19.8,432.4,9.86,1.6800000000000002,239.6,11:30:00,11
03-25 12:00-00,2020-03-25 12:00:00,28.979999999999997,475.0,10.400000000000002,1.52,247.0,12:00:00,12
03-25 12:30-00,2020-03-25 12:30:00,25.04,487.6,11.16,2.0,240.0,12:30:00,12
03-25 13:00-00,2020-03-25 13:00:00,24.96,439.0,11.64,1.9600000000000002,231.2,13:00:00,13
03-25 13:30-00,2020-03-25 13:30:00,26.1,496.6,12.16,2.24,227.8,13:30:00,13
03-25 14:00-00,2020-03-25 14:00:00,23.140000000000004,426.2,12.459999999999999,2.3200000000000003,237.0,14:00:00,14
03-25 14:30-00,2020-03-25 14:30:00,21.82,431.2,12.459999999999999,2.2,232.2,14:30:00,14
03-25 15:00-00,2020-03-25 15:00:00,20.880000000000003,378.6,12.680000000000001,2.2,233.0,15:00:00,15
03-25 15:30-00,2020-03-25 15:30:00,21.32,394.8,12.98,1.94,241.2,15:30:00,15
03-25 16:00-00,2020-03-25 16:00:00,20.599999999999998,334.0,13.059999999999999,2.52,253.6,16:00:00,16
03-25 16:30-00,2020-03-25 16:30:00,21.32,273.8,12.959999999999999,2.2800000000000002,256.0,16:30:00,16
03-25 17:00-00,2020-03-25 17:00:00,23.82,106.4,12.64,1.92,254.8,17:00:00,17
03-25 17:30-00,2020-03-25 17:30:00,22.880000000000003,84.4,12.459999999999997,2.3600000000000003,229.2,17:30:00,17
03-25 18:00-00,2020-03-25 18:00:00,21.64,71.2,11.88,2.2199999999999998,231.4,18:00:00,18
03-25 18:30-00,2020-03-25 18:30:00,26.160000000000004,30.2,11.3,2.0799999999999996,220.0,18:30:00,18
03-25 19:00-00,2020-03-25 19:00:00,27.02,10.4,10.74,1.8399999999999999,216.2,19:00:00,19
03-25 19:30-00,2020-03-25 19:30:00,26.24,7.0,10.04,1.8399999999999999,156.2,19:30:00,19
03-25 20:00-00,2020-03-25 20:00:00,28.240000000000002,6.8,9.44,1.64,170.2,20:00:00,20
03-25 20:30-00,2020-03-25 20:30:00,26.6,6.6,8.879999999999999,1.56,227.2,20:30:00,20
03-25 21:00-00,2020-03-25 21:00:00,25.0,6.6,8.36,1.1800000000000002,255.2,21:00:00,21
03-25 21:30-00,2020-03-25 21:30:00,26.32,6.6,8.06,1.2,255.4,21:30:00,21
03-25 22:00-00,2020-03-25 22:00:00,24.6,6.6,8.0,1.26,283.8,22:00:00,22
03-25 22:30-00,2020-03-25 22:30:00,23.979999999999997,6.8,7.6800000000000015,1.08,254.4,22:30:00,22
03-25 23:00-00,2020-03-25 23:00:00,25.68,6.8,7.4,1.06,202.6,23:00:00,23
03-25 23:30-00,2020-03-25 23:30:00,25.82,6.8,7.08,1.0399999999999998,238.2,23:30:00,23
03-26 00:00-00,2020-03-26 00:00:00,25.04,7.0,6.76,0.96,104.8,00:00:00,0
03-26 00:30-00,2020-03-26 00:30:00,24.72,6.8,6.68,0.96,198.6,00:30:00,0
03-26 01:00-00,2020-03-26 01:00:00,24.68,6.8,6.56,1.06,183.4,01:00:00,1
03-26 01:30-00,2020-03-26 01:30:00,23.58,6.8,6.4,0.9800000000000001,184.2,01:30:00,1
03-26 02:00-00,2020-03-26 02:00:00,24.259999999999998,6.8,6.4,1.0,182.6,02:00:00,2
03-26 02:30-00,2020-03-26 02:30:00,27.05,7.0,6.26,1.1,229.8,02:30:00,2
03-26 03:00-00,2020-03-26 03:00:00,22.88,6.6,6.279999999999999,1.1800000000000002,227.8,03:00:00,3
03-26 03:30-00,2020-03-26 03:30:00,28.35,6.6,6.28,1.06,216.0,03:30:00,3
03-26 04:00-00,2020-03-26 04:00:00,27.639999999999997,6.6,5.9399999999999995,1.06,286.6,04:00:00,4
03-26 04:30-00,2020-03-26 04:30:00,27.2,6.8,5.94,1.1,163.4,04:30:00,4
03-26 05:00-00,2020-03-26 05:00:00,27.560000000000002,6.8,5.960000000000001,1.22,235.0,05:00:00,5
03-26 05:30-00,2020-03-26 05:30:00,29.82,7.0,5.8,1.1199999999999999,224.6,05:30:00,5
03-26 06:00-00,2020-03-26 06:00:00,30.439999999999998,7.0,5.6,1.06,156.6,06:00:00,6
03-26 06:30-00,2020-03-26 06:30:00,34.14,10.2,5.56,1.1400000000000001,178.2,06:30:00,6
03-26 07:00-00,2020-03-26 07:00:00,37.8,24.0,5.640000000000001,1.2400000000000002,214.4,07:00:00,7
03-26 07:30-00,2020-03-26 07:30:00,38.540000000000006,48.0,5.84,1.1,279.2,07:30:00,7
03-26 08:00-00,2020-03-26 08:00:00,41.36,92.4,6.26,1.3800000000000001,267.6,08:00:00,8
03-26 08:30-00,2020-03-26 08:30:00,40.779999999999994,166.0,6.660000000000001,1.48,270.6,08:30:00,8
03-26 09:00-00,2020-03-26 09:00:00,40.44,188.0,7.159999999999999,1.56,279.4,09:00:00,9
03-26 09:30-00,2020-03-26 09:30:00,40.0,234.8,7.659999999999999,1.5000000000000002,280.8,09:30:00,9
03-26 10:00-00,2020-03-26 10:00:00,37.0,289.2,8.379999999999999,1.42,234.4,10:00:00,10
03-26 10:30-00,2020-03-26 10:30:00,32.3,358.4,8.959999999999999,1.54,243.2,10:30:00,10
03-26 11:00-00,2020-03-26 11:00:00,28.880000000000003,376.2,9.52,1.92,239.2,11:00:00,11
03-26 11:30-00,2020-03-26 11:30:00,26.459999999999997,360.8,9.9,2.04,240.6,11:30:00,11
03-26 12:00-00,2020-03-26 12:00:00,29.1,371.2,9.92,1.9800000000000004,265.8,12:00:00,12
03-26 12:30-00,2020-03-26 12:30:00,31.419999999999998,301.8,9.9,2.1,270.2,12:30:00,12
03-26 13:00-00,2020-03-26 13:00:00,29.639999999999997,356.4,10.32,1.6,274.2,13:00:00,13
03-26 13:30-00,2020-03-26 13:30:00,28.82,336.0,10.540000000000001,1.8800000000000001,279.0,13:30:00,13
03-26 14:00-00,2020-03-26 14:00:00,26.419999999999998,428.0,10.879999999999999,2.06,278.8,14:00:00,14
03-26 14:30-00,2020-03-26 14:30:00,27.059999999999995,378.4,11.1,1.9600000000000002,272.8,14:30:00,14
03-26 15:00-00,2020-03-26 15:00:00,26.839999999999996,356.4,11.36,1.6199999999999999,266.6,15:00:00,15
03-26 15:30-00,2020-03-26 15:30:00,26.22,367.4,11.7,1.56,257.4,15:30:00,15
03-26 16:00-00,2020-03-26 16:00:00,25.240000000000002,328.2,11.940000000000001,1.58,241.2,16:00:00,16
03-26 16:30-00,2020-03-26 16:30:00,22.54,282.4,12.0,2.0,218.8,16:30:00,16
03-26 17:00-00,2020-03-26 17:00:00,23.18,182.8,11.919999999999998,1.92,206.4,17:00:00,17
03-26 17:30-00,2020-03-26 17:30:00,26.4,129.8,11.82,1.94,195.4,17:30:00,17
03-26 18:00-00,2020-03-26 18:00:00,27.2,93.2,11.66,1.5399999999999998,186.2,18:00:00,18
03-26 18:30-00,2020-03-26 18:30:00,28.080000000000002,34.6,11.279999999999998,1.6800000000000002,167.8,18:30:00,18
03-26 19:00-00,2020-03-26 19:00:00,36.12,10.6,10.92,1.58,171.2,19:00:00,19
03-26 19:30-00,2020-03-26 19:30:00,28.419999999999998,7.0,10.32,1.6600000000000001,152.4,19:30:00,19
03-26 20:00-00,2020-03-26 20:00:00,25.82,7.0,9.739999999999998,1.7399999999999998,167.4,20:00:00,20
03-26 20:30-00,2020-03-26 20:30:00,22.2,6.8,9.459999999999999,1.6800000000000002,152.0,20:30:00,20
03-26 21:00-00,2020-03-26 21:00:00,19.72,6.8,9.299999999999999,1.6,108.4,21:00:00,21
03-26 21:30-00,2020-03-26 21:30:00,21.28,6.8,8.940000000000001,1.52,131.0,21:30:00,21
03-26 22:00-00,2020-03-26 22:00:00,22.080000000000002,6.8,8.500000000000002,1.54,134.4,22:00:00,22
03-26 22:30-00,2020-03-26 22:30:00,21.4,6.8,8.3,1.58,129.6,22:30:00,22
03-26 23:00-00,2020-03-26 23:00:00,22.1,6.8,8.16,1.8,130.0,23:00:00,23
03-26 23:30-00,2020-03-26 23:30:00,20.46,6.8,8.14,2.02,152.2,23:30:00,23
03-27 00:00-00,2020-03-27 00:00:00,17.759999999999998,6.8,8.0,1.8400000000000003,161.0,00:00:00,0
03-27 00:30-00,2020-03-27 00:30:00,16.259999999999998,6.8,7.660000000000001,1.4999999999999998,132.4,00:30:00,0
03-27 01:00-00,2020-03-27 01:00:00,15.639999999999997,6.8,7.359999999999999,1.3599999999999999,122.2,01:00:00,1
03-27 01:30-00,2020-03-27 01:30:00,14.3,6.8,7.159999999999999,1.16,146.2,01:30:00,1
03-27 02:00-00,2020-03-27 02:00:00,13.84,6.8,6.959999999999999,1.28,131.8,02:00:00,2
03-27 02:30-00,2020-03-27 02:30:00,13.86,6.8,6.719999999999999,1.34,135.0,02:30:00,2
03-27 03:00-00,2020-03-27 03:00:00,14.580000000000002,6.8,6.859999999999999,1.1199999999999999,136.6,03:00:00,3
03-27 03:30-00,2020-03-27 03:30:00,14.960000000000003,6.8,6.88,1.1800000000000002,145.2,03:30:00,3
03-27 04:00-00,2020-03-27 04:00:00,15.88,6.8,6.74,1.0999999999999999,148.6,04:00:00,4
03-27 04:30-00,2020-03-27 04:30:00,14.075,6.8,6.58,0.86,123.6,04:30:00,4
03-27 05:00-00,2020-03-27 05:00:00,18.72,7.0,6.7,1.1600000000000001,185.2,05:00:00,5
03-27 05:30-00,2020-03-27 05:30:00,20.46,6.8,6.68,1.2399999999999998,192.4,05:30:00,5
03-27 06:00-00,2020-03-27 06:00:00,21.2,7.0,6.76,1.2799999999999998,116.0,06:00:00,6
03-27 06:30-00,2020-03-27 06:30:00,26.080000000000002,12.6,6.779999999999999,1.48,125.2,06:30:00,6
03-27 07:00-00,2020-03-27 07:00:00,28.339999999999996,28.6,6.839999999999999,1.18,132.8,07:00:00,7
03-27 07:30-00,2020-03-27 07:30:00,33.6,58.6,6.760000000000001,1.08,162.6,07:30:00,7
03-27 08:00-00,2020-03-27 08:00:00,32.480000000000004,113.8,7.2,1.24,163.6,08:00:00,8
03-27 08:30-00,2020-03-27 08:30:00,30.46,206.8,8.16,1.8,197.6,08:30:00,8
