date,Time,NO2 (µg/m³),Globalstrahlung (W/m²),Temperatur (°C),Windgeschwindigkeit (m/s),Windrichtung (°),hour,uhrzeit
05-20 12:30-00,2020-05-20 12:30:00,19.380000000000003,349.8,15.74,1.26,187.8,12:30:00,12
05-20 13:00-00,2020-05-20 13:00:00,17.04,524.2,16.18,1.64,207.4,13:00:00,13
05-20 13:30-00,2020-05-20 13:30:00,16.7,418.0,16.4,1.86,208.2,13:30:00,13
05-20 14:00-00,2020-05-20 14:00:00,16.32,443.4,16.6,1.34,201.8,14:00:00,14
05-20 14:30-00,2020-05-20 14:30:00,15.88,415.0,16.72,1.7399999999999998,255.4,14:30:00,14
05-20 15:00-00,2020-05-20 15:00:00,18.919999999999998,342.4,16.6,1.8800000000000001,238.0,15:00:00,15
05-20 15:30-00,2020-05-20 15:30:00,15.160000000000002,401.0,16.800000000000004,1.9,219.0,15:30:00,15
05-20 16:00-00,2020-05-20 16:00:00,13.2,339.6,17.02,1.5999999999999999,207.8,16:00:00,16
05-20 16:30-00,2020-05-20 16:30:00,15.2,297.4,17.220000000000002,1.48,205.6,16:30:00,16
05-20 17:00-00,2020-05-20 17:00:00,18.339999999999996,252.4,17.22,1.5,252.0,17:00:00,17
05-20 17:30-00,2020-05-20 17:30:00,22.32,226.0,17.2,1.48,273.8,17:30:00,17
05-20 18:00-00,2020-05-20 18:00:00,23.4,149.4,17.0,1.28,269.0,18:00:00,18
05-20 18:30-00,2020-05-20 18:30:00,25.56,109.4,17.06,0.9799999999999999,210.2,18:30:00,18
05-20 19:00-00,2020-05-20 19:00:00,23.58,80.8,16.88,1.2399999999999998,264.0,19:00:00,19
05-20 19:30-00,2020-05-20 19:30:00,22.979999999999997,44.2,16.540000000000003,1.1,207.2,19:30:00,19
05-20 20:00-00,2020-05-20 20:00:00,22.119999999999997,18.4,16.02,1.04,187.2,20:00:00,20
05-20 20:30-00,2020-05-20 20:30:00,22.779999999999998,8.8,15.559999999999999,1.1800000000000002,274.2,20:30:00,20
05-20 21:00-00,2020-05-20 21:00:00,19.1,6.8,14.839999999999998,0.9800000000000001,164.2,21:00:00,21
05-20 21:30-00,2020-05-20 21:30:00,17.599999999999998,6.8,14.4,0.6799999999999999,189.6,21:30:00,21
05-20 22:00-00,2020-05-20 22:00:00,18.48,6.8,14.24,0.6599999999999999,199.4,22:00:00,22
05-20 22:30-00,2020-05-20 22:30:00,15.459999999999997,6.8,14.079999999999998,0.7,208.2,22:30:00,22
05-20 23:00-00,2020-05-20 23:00:00,14.439999999999998,6.8,14.2,1.04,210.8,23:00:00,23
05-20 23:30-00,2020-05-20 23:30:00,13.560000000000002,6.8,14.02,1.28,151.6,23:30:00,23
05-21 00:00-00,2020-05-21 00:00:00,12.86,6.8,13.76,1.2,178.6,00:00:00,0
05-21 00:30-00,2020-05-21 00:30:00,12.5,6.8,13.4,1.1400000000000001,140.6,00:30:00,0
05-21 01:00-00,2020-05-21 01:00:00,13.139999999999997,6.8,13.040000000000001,1.1400000000000001,195.2,01:00:00,1
05-21 01:30-00,2020-05-21 01:30:00,13.025,6.8,12.819999999999999,1.04,216.2,01:30:00,1
05-21 02:00-00,2020-05-21 02:00:00,14.559999999999999,6.8,12.539999999999997,1.1199999999999999,205.8,02:00:00,2
05-21 02:30-00,2020-05-21 02:30:00,15.579999999999998,6.8,12.3,1.3399999999999999,234.2,02:30:00,2
05-21 03:00-00,2020-05-21 03:00:00,14.74,7.0,12.040000000000001,1.4,210.4,03:00:00,3
05-21 03:30-00,2020-05-21 03:30:00,15.719999999999999,7.0,11.959999999999999,1.4999999999999998,201.2,03:30:00,3
05-21 04:00-00,2020-05-21 04:00:00,15.919999999999998,7.0,11.84,1.56,204.4,04:00:00,4
05-21 04:30-00,2020-05-21 04:30:00,17.8,7.2,11.72,1.8,223.6,04:30:00,4
05-21 05:00-00,2020-05-21 05:00:00,17.32,14.2,11.46,1.64,196.0,05:00:00,5
05-21 05:30-00,2020-05-21 05:30:00,20.34,31.6,11.38,1.52,232.2,05:30:00,5
05-21 06:00-00,2020-05-21 06:00:00,25.639999999999997,89.4,11.66,1.44,171.0,06:00:00,6
05-21 06:30-00,2020-05-21 06:30:00,25.7,138.4,12.5,1.3400000000000003,183.0,06:30:00,6
05-21 07:00-00,2020-05-21 07:00:00,22.240000000000002,202.8,12.999999999999996,1.3599999999999999,193.0,07:00:00,7
05-21 07:30-00,2020-05-21 07:30:00,24.740000000000002,271.4,13.719999999999999,1.26,234.4,07:30:00,7
05-21 08:00-00,2020-05-21 08:00:00,24.380000000000003,336.6,14.1,1.5,235.6,08:00:00,8
05-21 08:30-00,2020-05-21 08:30:00,24.66,416.2,14.779999999999998,1.56,222.0,08:30:00,8
05-21 09:00-00,2020-05-21 09:00:00,26.160000000000004,486.4,15.3,1.7600000000000002,249.8,09:00:00,9
05-21 09:30-00,2020-05-21 09:30:00,25.16,540.2,16.04,1.56,240.0,09:30:00,9
05-21 10:00-00,2020-05-21 10:00:00,23.72,585.2,16.619999999999997,1.6599999999999997,244.4,10:00:00,10
05-21 10:30-00,2020-05-21 10:30:00,16.78,592.2,17.04,1.7600000000000002,244.0,10:30:00,10
05-21 11:00-00,2020-05-21 11:00:00,14.419999999999998,582.0,17.46,1.56,241.2,11:00:00,11
05-21 11:30-00,2020-05-21 11:30:00,15.74,574.6,17.86,1.6600000000000001,240.6,11:30:00,11
05-21 12:00-00,2020-05-21 12:00:00,16.080000000000002,634.4,18.220000000000002,1.7399999999999998,229.4,12:00:00,12
05-21 12:30-00,2020-05-21 12:30:00,17.54,617.6,18.619999999999997,1.7399999999999998,241.4,12:30:00,12
05-21 13:00-00,2020-05-21 13:00:00,18.279999999999998,647.2,18.919999999999998,1.8,257.6,13:00:00,13
05-21 13:30-00,2020-05-21 13:30:00,17.28,675.2,19.3,1.4999999999999998,243.2,13:30:00,13
05-21 14:00-00,2020-05-21 14:00:00,15.919999999999998,717.2,19.880000000000003,1.52,240.6,14:00:00,14
05-21 14:30-00,2020-05-21 14:30:00,16.5,591.0,19.9,1.56,251.6,14:30:00,14
05-21 15:00-00,2020-05-21 15:00:00,14.960000000000003,577.8,20.12,1.58,201.6,15:00:00,15
05-21 15:30-00,2020-05-21 15:30:00,18.919999999999998,565.2,20.28,1.6,258.8,15:30:00,15
05-21 16:00-00,2020-05-21 16:00:00,15.819999999999999,494.8,20.380000000000003,1.7000000000000004,223.0,16:00:00,16
05-21 16:30-00,2020-05-21 16:30:00,14.4,401.8,20.419999999999998,1.54,222.6,16:30:00,16
05-21 17:00-00,2020-05-21 17:00:00,15.139999999999997,334.8,20.34,1.56,204.6,17:00:00,17
05-21 17:30-00,2020-05-21 17:30:00,16.740000000000002,287.6,20.439999999999998,1.5,208.4,17:30:00,17
05-21 18:00-00,2020-05-21 18:00:00,17.28,217.8,20.300000000000004,1.36,197.4,18:00:00,18
05-21 18:30-00,2020-05-21 18:30:00,16.080000000000002,166.4,20.06,1.2200000000000002,142.4,18:30:00,18
05-21 19:00-00,2020-05-21 19:00:00,14.620000000000001,122.2,19.82,1.2,201.8,19:00:00,19
05-21 19:30-00,2020-05-21 19:30:00,13.14,61.8,19.119999999999997,1.22,119.6,19:30:00,19
05-21 20:00-00,2020-05-21 20:00:00,11.86,21.2,18.139999999999997,1.08,144.2,20:00:00,20
05-21 20:30-00,2020-05-21 20:30:00,13.919999999999998,8.8,17.279999999999998,0.7999999999999999,150.8,20:30:00,20
05-21 21:00-00,2020-05-21 21:00:00,20.240000000000002,7.0,16.720000000000002,0.9400000000000001,182.6,21:00:00,21
05-21 21:30-00,2020-05-21 21:30:00,20.46,7.0,16.2,0.82,176.4,21:30:00,21
05-21 22:00-00,2020-05-21 22:00:00,21.14,6.8,15.76,0.7,202.4,22:00:00,22
05-21 22:30-00,2020-05-21 22:30:00,20.979999999999997,6.8,15.4,0.74,200.8,22:30:00,22
05-21 23:00-00,2020-05-21 23:00:00,19.84,6.8,15.439999999999998,0.8200000000000001,186.0,23:00:00,23
05-21 23:30-00,2020-05-21 23:30:00,19.82,6.8,15.459999999999997,0.8399999999999999,176.8,23:30:00,23
05-22 00:00-00,2020-05-22 00:00:00,13.8,7.0,15.24,1.04,194.4,00:00:00,0
05-22 00:30-00,2020-05-22 00:30:00,10.9,7.0,15.12,1.06,180.8,00:30:00,0
05-22 01:00-00,2020-05-22 01:00:00,10.180000000000001,7.0,15.039999999999997,1.02,177.4,01:00:00,1
05-22 01:30-00,2020-05-22 01:30:00,11.925,6.8,14.559999999999999,0.9800000000000001,168.4,01:30:00,1
05-22 02:00-00,2020-05-22 02:00:00,9.14,7.0,14.579999999999998,1.1600000000000001,179.8,02:00:00,2
05-22 02:30-00,2020-05-22 02:30:00,9.275,6.8,14.4,1.1599999999999997,173.4,02:30:00,2
05-22 03:00-00,2020-05-22 03:00:00,9.98,6.8,14.219999999999999,1.46,171.2,03:00:00,3
05-22 03:30-00,2020-05-22 03:30:00,9.92,7.0,14.16,1.24,173.0,03:30:00,3
05-22 04:00-00,2020-05-22 04:00:00,10.48,7.0,14.059999999999999,1.2600000000000002,174.2,04:00:00,4
05-22 04:30-00,2020-05-22 04:30:00,10.32,7.8,13.979999999999999,1.2400000000000002,170.0,04:30:00,4
05-22 05:00-00,2020-05-22 05:00:00,16.18,15.0,13.64,1.08,241.6,05:00:00,5
05-22 05:30-00,2020-05-22 05:30:00,24.900000000000002,33.4,13.319999999999999,1.1600000000000001,232.4,05:30:00,5
05-22 06:00-00,2020-05-22 06:00:00,29.140000000000004,76.4,13.7,1.1199999999999999,190.2,06:00:00,6
05-22 06:30-00,2020-05-22 06:30:00,25.24,85.4,14.16,1.1199999999999999,146.8,06:30:00,6
05-22 07:00-00,2020-05-22 07:00:00,24.98,115.6,14.24,1.2200000000000002,164.2,07:00:00,7
05-22 07:30-00,2020-05-22 07:30:00,23.06,164.8,14.719999999999999,1.14,165.4,07:30:00,7
05-22 08:00-00,2020-05-22 08:00:00,24.96,277.0,15.760000000000002,1.2,139.8,08:00:00,8
05-22 08:30-00,2020-05-22 08:30:00,32.46,366.2,16.6,1.28,208.2,08:30:00,8
05-22 09:00-00,2020-05-22 09:00:00,33.38,486.8,17.5,1.3400000000000003,221.2,09:00:00,9
05-22 09:30-00,2020-05-22 09:30:00,30.28,546.8,18.220000000000002,1.14,231.2,09:30:00,9
05-22 10:00-00,2020-05-22 10:00:00,26.48,599.0,18.8,1.2599999999999998,239.8,10:00:00,10
05-22 10:30-00,2020-05-22 10:30:00,22.22,608.4,19.4,1.28,237.6,10:30:00,10
05-22 11:00-00,2020-05-22 11:00:00,20.7,637.8,19.9,1.5999999999999999,248.2,11:00:00,11
05-22 11:30-00,2020-05-22 11:30:00,18.2,635.2,20.34,1.48,241.0,11:30:00,11
05-22 12:00-00,2020-05-22 12:00:00,18.56,666.4,20.740000000000002,1.52,215.8,12:00:00,12
05-22 12:30-00,2020-05-22 12:30:00,19.34,658.6,21.04,1.52,239.4,12:30:00,12
05-22 13:00-00,2020-05-22 13:00:00,19.56,732.0,21.56,1.2600000000000002,254.6,13:00:00,13
05-22 13:30-00,2020-05-22 13:30:00,16.06,689.6,21.979999999999997,1.06,192.2,13:30:00,13
05-22 14:00-00,2020-05-22 14:00:00,12.539999999999997,783.0,22.22,1.7399999999999998,199.8,14:00:00,14
05-22 14:30-00,2020-05-22 14:30:00,12.02,543.6,22.020000000000003,1.3599999999999999,223.8,14:30:00,14
05-22 15:00-00,2020-05-22 15:00:00,13.52,526.8,22.119999999999997,1.22,218.8,15:00:00,15
05-22 15:30-00,2020-05-22 15:30:00,10.42,412.2,21.880000000000003,1.44,170.2,15:30:00,15
05-22 16:00-00,2020-05-22 16:00:00,12.76,449.6,21.940000000000005,1.6600000000000001,234.4,16:00:00,16
05-22 16:30-00,2020-05-22 16:30:00,10.940000000000001,383.4,21.860000000000003,1.52,177.8,16:30:00,16
05-22 17:00-00,2020-05-22 17:00:00,11.44,286.6,21.54,1.7600000000000002,182.4,17:00:00,17
05-22 17:30-00,2020-05-22 17:30:00,17.380000000000003,299.4,21.160000000000004,1.5,243.8,17:30:00,17
05-22 18:00-00,2020-05-22 18:00:00,13.5,254.0,20.86,1.46,183.4,18:00:00,18
05-22 18:30-00,2020-05-22 18:30:00,15.02,192.4,20.76,1.4400000000000002,219.0,18:30:00,18
05-22 19:00-00,2020-05-22 19:00:00,13.959999999999999,137.0,20.56,1.22,164.2,19:00:00,19
05-22 19:30-00,2020-05-22 19:30:00,14.219999999999999,65.6,20.1,1.1,158.6,19:30:00,19
05-22 20:00-00,2020-05-22 20:00:00,12.1,21.8,19.2,0.8800000000000001,115.0,20:00:00,20
05-22 20:30-00,2020-05-22 20:30:00,15.579999999999998,9.4,18.119999999999997,0.5599999999999999,114.4,20:30:00,20
05-22 21:00-00,2020-05-22 21:00:00,19.36,7.0,17.439999999999998,0.5599999999999999,197.4,21:00:00,21
05-22 21:30-00,2020-05-22 21:30:00,20.659999999999997,6.8,16.8,0.68,174.8,21:30:00,21
05-22 22:00-00,2020-05-22 22:00:00,19.62,6.8,15.86,0.7799999999999999,165.4,22:00:00,22
05-22 22:30-00,2020-05-22 22:30:00,22.54,7.0,14.88,0.7799999999999999,144.8,22:30:00,22
05-22 23:00-00,2020-05-22 23:00:00,21.919999999999998,7.2,14.6,0.6799999999999999,163.4,23:00:00,23
05-22 23:30-00,2020-05-22 23:30:00,15.220000000000002,7.0,14.66,0.8200000000000001,153.6,23:30:00,23
05-23 00:00-00,2020-05-23 00:00:00,17.32,6.6,14.48,0.6799999999999999,186.6,00:00:00,0
05-23 00:30-00,2020-05-23 00:30:00,18.400000000000002,6.8,14.12,0.5599999999999999,202.8,00:30:00,0
05-23 01:00-00,2020-05-23 01:00:00,12.2,6.8,13.839999999999998,0.5599999999999999,212.0,01:00:00,1
05-23 01:30-00,2020-05-23 01:30:00,12.3,6.8,13.459999999999999,0.58,149.8,01:30:00,1
05-23 02:00-00,2020-05-23 02:00:00,15.76,6.6,13.3,0.5399999999999999,231.4,02:00:00,2
05-23 02:30-00,2020-05-23 02:30:00,17.580000000000002,6.8,13.26,0.6399999999999999,240.2,02:30:00,2
05-23 03:00-00,2020-05-23 03:00:00,15.560000000000002,6.8,12.919999999999998,0.5,158.0,03:00:00,3
05-23 03:30-00,2020-05-23 03:30:00,11.299999999999999,7.0,13.0,0.62,187.6,03:30:00,3
05-23 04:00-00,2020-05-23 04:00:00,12.180000000000001,6.8,12.739999999999998,0.62,177.2,04:00:00,4
05-23 04:30-00,2020-05-23 04:30:00,14.920000000000002,7.6,12.620000000000001,0.8200000000000001,163.2,04:30:00,4
05-23 05:00-00,2020-05-23 05:00:00,18.740000000000002,13.2,12.72,0.86,190.8,05:00:00,5
05-23 05:30-00,2020-05-23 05:30:00,24.74,27.0,12.8,0.8400000000000001,176.4,05:30:00,5
05-23 06:00-00,2020-05-23 06:00:00,32.92,54.4,12.919999999999998,0.8400000000000001,194.8,06:00:00,6
05-23 06:30-00,2020-05-23 06:30:00,33.0,84.0,13.180000000000001,0.7000000000000001,194.6,06:30:00,6
05-23 07:00-00,2020-05-23 07:00:00,36.78,132.4,13.739999999999998,0.7,156.6,07:00:00,7
05-23 07:30-00,2020-05-23 07:30:00,37.239999999999995,191.0,14.179999999999998,0.82,226.2,07:30:00,7
05-23 08:00-00,2020-05-23 08:00:00,34.04,263.2,14.919999999999998,0.9,184.4,08:00:00,8
05-23 08:30-00,2020-05-23 08:30:00,36.92,306.2,15.8,0.82,205.2,08:30:00,8
05-23 09:00-00,2020-05-23 09:00:00,44.379999999999995,345.2,16.6,0.74,182.8,09:00:00,9
05-23 09:30-00,2020-05-23 09:30:00,43.68,378.4,17.0,0.8,242.6,09:30:00,9
05-23 10:00-00,2020-05-23 10:00:00,39.31999999999999,470.4,17.58,1.02,237.6,10:00:00,10
05-23 10:30-00,2020-05-23 10:30:00,28.7,503.2,18.3,0.8400000000000001,212.4,10:30:00,10
05-23 11:00-00,2020-05-23 11:00:00,24.880000000000003,538.8,18.700000000000003,1.2,224.8,11:00:00,11
05-23 11:30-00,2020-05-23 11:30:00,21.939999999999998,577.6,18.96,1.1800000000000002,240.2,11:30:00,11
05-23 12:00-00,2020-05-23 12:00:00,24.32,521.8,19.14,1.22,257.6,12:00:00,12
05-23 12:30-00,2020-05-23 12:30:00,23.340000000000003,496.0,19.340000000000003,1.1,251.0,12:30:00,12
05-23 13:00-00,2020-05-23 13:00:00,25.36,418.4,19.68,0.8799999999999999,271.4,13:00:00,13
05-23 13:30-00,2020-05-23 13:30:00,26.059999999999995,507.6,19.82,1.2799999999999998,254.8,13:30:00,13
05-23 14:00-00,2020-05-23 14:00:00,21.42,542.6,20.26,1.1800000000000002,186.0,14:00:00,14
05-23 14:30-00,2020-05-23 14:30:00,22.259999999999998,567.6,20.66,1.2399999999999998,192.6,14:30:00,14
05-23 15:00-00,2020-05-23 15:00:00,21.92,513.4,21.02,1.6199999999999999,233.2,15:00:00,15
05-23 15:30-00,2020-05-23 15:30:00,26.18,370.8,21.139999999999997,1.48,295.6,15:30:00,15
05-23 16:00-00,2020-05-23 16:00:00,21.72,393.8,21.3,1.6599999999999997,215.4,16:00:00,16
05-23 16:30-00,2020-05-23 16:30:00,21.5,316.8,21.22,1.64,223.2,16:30:00,16
05-23 17:00-00,2020-05-23 17:00:00,22.919999999999998,244.0,21.2,1.3800000000000001,193.0,17:00:00,17
05-23 17:30-00,2020-05-23 17:30:00,23.56,189.6,20.639999999999997,1.42,230.0,17:30:00,17
05-23 18:00-00,2020-05-23 18:00:00,22.479999999999997,145.4,20.080000000000002,1.46,234.0,18:00:00,18
05-23 18:30-00,2020-05-23 18:30:00,21.58,102.4,19.7,1.8599999999999999,230.6,18:30:00,18
05-23 19:00-00,2020-05-23 19:00:00,21.2,70.0,19.259999999999998,1.56,236.2,19:00:00,19
05-23 19:30-00,2020-05-23 19:30:00,23.160000000000004,34.6,19.18,1.52,238.4,19:30:00,19
05-23 20:00-00,2020-05-23 20:00:00,19.68,15.6,18.82,1.2599999999999998,227.6,20:00:00,20
05-23 20:30-00,2020-05-23 20:30:00,18.119999999999997,8.2,18.28,1.54,234.0,20:30:00,20
05-23 21:00-00,2020-05-23 21:00:00,19.6,6.8,17.660000000000004,1.18,229.4,21:00:00,21
05-23 21:30-00,2020-05-23 21:30:00,23.9,6.8,17.08,1.24,277.2,21:30:00,21
05-23 22:00-00,2020-05-23 22:00:00,20.26,6.8,16.68,1.52,272.4,22:00:00,22
05-23 22:30-00,2020-05-23 22:30:00,19.839999999999996,6.6,16.220000000000002,1.12,278.4,22:30:00,22
05-23 23:00-00,2020-05-23 23:00:00,17.22,7.0,15.760000000000002,0.86,203.6,23:00:00,23
05-23 23:30-00,2020-05-23 23:30:00,16.419999999999998,7.0,15.52,1.02,178.0,23:30:00,23
05-24 00:00-00,2020-05-24 00:00:00,16.800000000000004,6.8,15.2,1.12,246.2,00:00:00,0
05-24 00:30-00,2020-05-24 00:30:00,15.98,6.6,14.959999999999999,1.06,273.4,00:30:00,0
05-24 01:00-00,2020-05-24 01:00:00,15.2,6.6,14.74,1.1600000000000001,257.6,01:00:00,1
05-24 01:30-00,2020-05-24 01:30:00,14.875000000000002,6.6,14.34,1.2,252.6,01:30:00,1
05-24 02:00-00,2020-05-24 02:00:00,13.1,6.6,13.959999999999999,1.1,230.8,02:00:00,2
05-24 02:30-00,2020-05-24 02:30:00,13.175,6.8,13.819999999999999,1.26,264.6,02:30:00,2
05-24 03:00-00,2020-05-24 03:00:00,11.16,6.6,13.48,0.9999999999999998,213.0,03:00:00,3
05-24 03:30-00,2020-05-24 03:30:00,12.06,7.0,13.440000000000001,1.08,257.4,03:30:00,3
05-24 04:00-00,2020-05-24 04:00:00,14.4,6.6,13.540000000000001,0.9,219.8,04:00:00,4
05-24 04:30-00,2020-05-24 04:30:00,13.62,7.6,13.280000000000001,1.0,186.2,04:30:00,4
05-24 05:00-00,2020-05-24 05:00:00,14.719999999999999,14.6,13.0,1.0,177.4,05:00:00,5
05-24 05:30-00,2020-05-24 05:30:00,19.880000000000003,29.4,12.919999999999998,1.04,182.2,05:30:00,5
05-24 06:00-00,2020-05-24 06:00:00,24.76,73.8,13.319999999999999,0.78,210.2,06:00:00,6
05-24 06:30-00,2020-05-24 06:30:00,31.8,95.4,13.940000000000001,0.72,236.2,06:30:00,6
05-24 07:00-00,2020-05-24 07:00:00,35.86,138.6,14.020000000000001,0.9,259.6,07:00:00,7
05-24 07:30-00,2020-05-24 07:30:00,32.06,203.0,14.5,0.8,235.8,07:30:00,7
05-24 08:00-00,2020-05-24 08:00:00,34.92,254.2,14.979999999999999,1.0399999999999998,326.2,08:00:00,8
05-24 08:30-00,2020-05-24 08:30:00,35.92,306.4,15.580000000000002,1.08,277.8,08:30:00,8
05-24 09:00-00,2020-05-24 09:00:00,31.0,358.4,16.360000000000003,1.12,277.0,09:00:00,9
05-24 09:30-00,2020-05-24 09:30:00,33.36,396.0,16.78,1.44,299.0,09:30:00,9
05-24 10:00-00,2020-05-24 10:00:00,30.360000000000003,484.6,17.259999999999998,1.56,309.8,10:00:00,10
05-24 10:30-00,2020-05-24 10:30:00,25.640000000000004,556.2,17.82,1.44,273.0,10:30:00,10
05-24 11:00-00,2020-05-24 11:00:00,24.5,534.8,18.3,1.5,260.0,11:00:00,11
05-24 11:30-00,2020-05-24 11:30:00,21.64,550.6,18.880000000000003,1.52,250.8,11:30:00,11
05-24 12:00-00,2020-05-24 12:00:00,24.639999999999997,489.0,19.06,1.6800000000000002,254.8,12:00:00,12
05-24 12:30-00,2020-05-24 12:30:00,25.3,451.4,19.16,1.5,258.6,12:30:00,12
05-24 13:00-00,2020-05-24 13:00:00,24.14,501.0,19.46,1.4,277.0,13:00:00,13
05-24 13:30-00,2020-05-24 13:30:00,22.040000000000003,457.4,19.78,1.44,275.8,13:30:00,13
05-24 14:00-00,2020-05-24 14:00:00,24.36,419.8,20.0,1.58,280.0,14:00:00,14
05-24 14:30-00,2020-05-24 14:30:00,22.8,448.4,20.2,1.6,214.2,14:30:00,14
05-24 15:00-00,2020-05-24 15:00:00,19.880000000000003,457.0,20.560000000000002,1.3,234.2,15:00:00,15
05-24 15:30-00,2020-05-24 15:30:00,24.22,315.2,20.439999999999998,1.6,264.4,15:30:00,15
05-24 16:00-00,2020-05-24 16:00:00,24.48,256.8,20.04,1.6599999999999997,219.6,16:00:00,16
05-24 16:30-00,2020-05-24 16:30:00,23.66,246.2,19.96,1.5399999999999998,231.0,16:30:00,16
05-24 17:00-00,2020-05-24 17:00:00,21.9,237.2,20.1,1.58,234.2,17:00:00,17
05-24 17:30-00,2020-05-24 17:30:00,19.580000000000002,224.6,20.2,1.46,227.0,17:30:00,17
05-24 18:00-00,2020-05-24 18:00:00,21.14,157.8,20.16,1.6199999999999999,228.6,18:00:00,18
05-24 18:30-00,2020-05-24 18:30:00,17.419999999999998,118.4,19.9,1.42,164.6,18:30:00,18
05-24 19:00-00,2020-05-24 19:00:00,19.339999999999996,80.0,19.580000000000002,1.1600000000000001,180.8,19:00:00,19
05-24 19:30-00,2020-05-24 19:30:00,22.58,38.2,19.24,0.96,170.2,19:30:00,19
05-24 20:00-00,2020-05-24 20:00:00,21.919999999999998,17.6,18.8,0.74,185.0,20:00:00,20
05-24 20:30-00,2020-05-24 20:30:00,23.419999999999998,9.0,18.18,0.48,146.0,20:30:00,20
05-24 21:00-00,2020-05-24 21:00:00,20.96,7.2,17.5,0.56,210.2,21:00:00,21
05-24 21:30-00,2020-05-24 21:30:00,20.200000000000003,7.0,17.06,0.54,99.0,21:30:00,21
05-24 22:00-00,2020-05-24 22:00:00,15.419999999999998,7.0,16.88,0.62,117.2,22:00:00,22
05-24 22:30-00,2020-05-24 22:30:00,14.24,7.0,16.66,0.52,108.6,22:30:00,22
05-24 23:00-00,2020-05-24 23:00:00,14.84,7.0,16.5,0.62,213.4,23:00:00,23
05-24 23:30-00,2020-05-24 23:30:00,13.280000000000001,7.0,16.42,0.66,183.6,23:30:00,23
05-25 00:00-00,2020-05-25 00:00:00,16.02,6.8,15.88,0.6399999999999999,178.8,00:00:00,0
05-25 00:30-00,2020-05-25 00:30:00,15.24,7.0,15.52,0.6200000000000001,163.2,00:30:00,0
05-25 01:00-00,2020-05-25 01:00:00,15.26,7.0,15.280000000000001,0.54,135.4,01:00:00,1
05-25 01:30-00,2020-05-25 01:30:00,13.26,7.0,14.860000000000003,0.62,138.4,01:30:00,1
05-25 02:00-00,2020-05-25 02:00:00,14.3,7.0,14.460000000000003,0.58,153.8,02:00:00,2
05-25 02:30-00,2020-05-25 02:30:00,12.125,7.2,14.319999999999999,0.5599999999999999,166.2,02:30:00,2
05-25 03:00-00,2020-05-25 03:00:00,12.960000000000003,7.0,14.14,0.36,226.4,03:00:00,3
05-25 03:30-00,2020-05-25 03:30:00,15.025,7.2,13.959999999999999,0.64,194.6,03:30:00,3
05-25 04:00-00,2020-05-25 04:00:00,16.12,7.2,13.7,0.36000000000000004,168.2,04:00:00,4
05-25 04:30-00,2020-05-25 04:30:00,13.680000000000001,7.6,13.6,0.45999999999999996,182.6,04:30:00,4
05-25 05:00-00,2020-05-25 05:00:00,16.880000000000003,13.2,13.520000000000001,0.45999999999999996,171.4,05:00:00,5
05-25 05:30-00,2020-05-25 05:30:00,18.44,33.4,13.6,0.52,159.0,05:30:00,5
05-25 06:00-00,2020-05-25 06:00:00,22.060000000000002,63.4,14.0,0.6,216.6,06:00:00,6
05-25 06:30-00,2020-05-25 06:30:00,25.18,110.0,14.459999999999999,0.66,230.6,06:30:00,6
05-25 07:00-00,2020-05-25 07:00:00,27.5,153.2,14.879999999999999,0.7,245.4,07:00:00,7
05-25 07:30-00,2020-05-25 07:30:00,26.7,211.0,15.38,0.72,177.8,07:30:00,7
05-25 08:00-00,2020-05-25 08:00:00,27.859999999999996,297.8,16.06,0.9,287.8,08:00:00,8
05-25 08:30-00,2020-05-25 08:30:00,26.360000000000003,372.4,16.580000000000002,1.22,247.4,08:30:00,8
05-25 09:00-00,2020-05-25 09:00:00,25.82,340.0,16.9,1.24,256.8,09:00:00,9
05-25 09:30-00,2020-05-25 09:30:00,19.8,491.4,17.52,1.24,222.8,09:30:00,9
05-25 10:00-00,2020-05-25 10:00:00,18.725,454.6,18.0,1.3,245.0,10:00:00,10
05-25 10:30-00,2020-05-25 10:30:00,17.975,616.4,18.52,1.3800000000000001,249.4,10:30:00,10
05-25 11:00-00,2020-05-25 11:00:00,22.759999999999998,500.4,18.639999999999997,1.6800000000000002,258.6,11:00:00,11
05-25 11:30-00,2020-05-25 11:30:00,20.0,528.6,18.86,1.8400000000000003,270.2,11:30:00,11
05-25 12:00-00,2020-05-25 12:00:00,18.759999999999998,563.4,19.040000000000003,1.52,272.4,12:00:00,12
05-25 12:30-00,2020-05-25 12:30:00,17.54,648.2,19.7,1.32,274.0,12:30:00,12
05-25 13:00-00,2020-05-25 13:00:00,17.060000000000002,580.8,20.1,1.86,262.8,13:00:00,13
05-25 13:30-00,2020-05-25 13:30:00,13.5,579.8,20.080000000000002,1.8199999999999998,229.6,13:30:00,13
05-25 14:00-00,2020-05-25 14:00:00,12.88,641.6,20.64,1.8,225.2,14:00:00,14
05-25 14:30-00,2020-05-25 14:30:00,15.0,506.2,20.880000000000003,1.7600000000000002,221.4,14:30:00,14
05-25 15:00-00,2020-05-25 15:00:00,15.160000000000002,446.6,21.02,1.5,276.6,15:00:00,15
05-25 15:30-00,2020-05-25 15:30:00,15.76,518.6,21.4,1.4200000000000002,259.8,15:30:00,15
05-25 16:00-00,2020-05-25 16:00:00,14.559999999999999,517.8,21.559999999999995,1.6,266.0,16:00:00,16
