,Datum ,NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),Ozon (Âµg/mÂ³),Temperatur (Â°C),Globalstrahlung (W/mÂ²),Niederschlag (mm),Windrichtung (Â°),Windgeschwindigkeit (m/s),Unnamed: 9,Unnamed: 10,NO (Âµg/mÂ³).1,NO Max,NO2 (Âµg/mÂ³).1,NO2 Max,Ozon (Âµg/mÂ³).1,Ozon Max,Temperatur (Â°C).1,Globalstrahlung (W/mÂ²).1,Niederschlag (mm).1,Temperatur (Â°C).2,Temperatur (Â°C).3,Ozon-8h-Mittel 12-20h,Unnamed: 23,Wind-G mittel (m/s),Wind-G Max,NO2 (ppb)
3587,2020-03-15 17:30:00,0.0,9.3,85.8,15.3,61.0,0.0,143.0,1.4,,,,,,,,,,,,,,,79.2,,,4.784146250096327
3588,2020-03-15 18:00:00,0.0,8.8,84.9,14.9,46.0,0.0,133.0,1.4,,,,,,,,,,,,,,,80.1,,,4.520656486409256
3589,2020-03-15 18:30:00,0.0,6.7,86.2,14.1,22.0,0.0,108.0,1.7,,,,,,,,,,,,,,,81,,,3.4323043889677827
3590,2020-03-15 19:00:00,0.1,15.8,73.8,13.3,9.0,0.0,127.0,1.3,,,,,,,,,,,,,,,81.2,,,8.071548657274034
3591,2020-03-15 19:30:00,0.0,18.5,64.6,12.2,8.0,0.0,129.0,0.9,,,,,,,,,,,,,,,80.7,,,9.41457156086471
3592,2020-03-15 20:00:00,1.8,27.8,54.1,11.7,8.0,0.0,185.0,1.0,,,,,,,,,,,,,,,79.5,,,14.122512744107006
3593,2020-03-15 20:30:00,0.4,17.2,64.8,11.2,8.0,0.0,173.0,1.6,,,,,,,,,,,,,,,78.8,,,8.722332437889614
3594,2020-03-15 21:00:00,0.0,18.9,62.4,10.8,8.0,0.0,175.0,1.3,,,,,,,,,,,,,,,77.9,,,9.570940862567525
3595,2020-03-15 21:30:00,0.4,19.1,61.7,10.7,8.0,0.0,177.0,1.3,,,,,,,,,,,,,,,76.8,,,9.668814348852315
3596,2020-03-15 22:00:00,0.0,14.2,65.2,10.6,8.0,0.0,173.0,1.5,,,,,,,,,,,,,,,75.7,,,7.185800740032702
3597,2020-03-15 22:30:00,0.0,13.0,61.0,10.0,8.0,0.0,165.0,1.3,,,,,,,,,,,,,,,74.3,,,6.564639383017528
3598,2020-03-15 23:00:00,0.0,13.7,56.4,9.5,8.0,0.0,168.0,1.4,,,,,,,,,,,,,,,72.8,,,6.905903613484477
3599,2020-03-15 23:30:00,0.0,11.7,55.5,8.9,8.0,0.0,148.0,1.0,,,,,,,,,,,,,,,71,,,5.885222970800226
3600,2020-03-16 00:00:00,0.0,11.7,53.8,8.8,8.0,0.0,160.0,1.3,,,,,,,,,,,,,,,68.9,,,5.88313638226245
3601,2020-03-16 00:30:00,0.0,11.2,52.4,8.6,8.0,0.0,160.0,1.3,,,,,,,,,,,,,,,66.8,,,5.627725461375491
3602,2020-03-16 01:00:00,0.0,10.9,51.1,8.3,8.0,0.0,159.0,1.4,,,,,,,,,,,,,,,64.6,,,5.471151067636911
3603,2020-03-16 01:30:00,0.0,9.4,52.9,8.3,8.0,0.0,153.0,1.2,,,,,,,,,,,,,,,62.6,,,4.7182403702556845
3604,2020-03-16 02:00:00,0.0,9.4,52.0,8.2,8.0,0.0,158.0,1.7,,,,,,,,,,,,,,,60.5,,,4.716563965789436
3605,2020-03-16 02:30:00,0.0,9.0,,7.8,8.0,0.0,163.0,1.7,,,,,,,,,,,,,,,58.8,,,4.5094388437574455
3606,2020-03-16 03:00:00,0.0,9.5,45.6,7.0,8.0,0.0,147.0,1.2,,,,,,,,,,,,,,,56.9,,,4.746409315515675
3607,2020-03-16 03:30:00,0.0,9.5,46.4,6.9,8.0,0.0,159.0,1.4,,,,,,,,,,,,,,,55.7,,,4.744715076959359
3608,2020-03-16 04:00:00,0.0,9.9,47.1,7.2,8.0,0.0,161.0,1.5,,,,,,,,,,,,,,,55.2,,,4.949789278633706
3609,2020-03-16 04:30:00,,,45.0,6.9,8.0,0.0,158.0,1.3,,,,,,,,,,,,,,,53.9,,,
3610,2020-03-16 05:00:00,0.1,12.7,40.5,6.6,8.0,0.0,158.0,1.2,,,,,,,,,,,,,,,52.4,,,6.336140104040872
3611,2020-03-16 05:30:00,0.3,14.4,36.6,6.2,8.0,0.0,158.0,1.2,,,,,,,,,,,,,,,50.8,,,7.174012406498764
3612,2020-03-16 06:00:00,2.1,20.7,29.5,6.0,8.0,0.0,164.0,1.1,,,,,,,,,,,,,,,48.4,,,10.305259521054456
3613,2020-03-16 06:30:00,4.3,26.5,23.9,5.9,9.0,0.0,162.0,1.1,,,,,,,,,,,,,,,45.9,,,13.187997507578908
3614,2020-03-16 07:00:00,10.2,34.2,15.7,5.8,20.0,0.0,166.0,1.1,,,,,,,,,,,,,,,43.2,,,17.013882430223635
3615,2020-03-16 07:30:00,20.2,40.3,9.9,6.0,63.0,0.0,165.0,1.1,,,,,,,,,,,,,,,40.2,,,20.062896555482826
3616,2020-03-16 08:00:00,31.6,39.6,10.9,6.6,110.0,0.0,163.0,1.3,,,,,,,,,,,,,,,37.3,,,19.756783316536893
3617,2020-03-16 08:30:00,26.8,34.6,14.5,7.3,211.0,0.0,161.0,1.4,,,,,,,,,,,,,,,34.8,,,17.305434134630296
3618,2020-03-16 09:00:00,29.0,33.6,16.5,8.5,287.0,0.0,167.0,1.3,,,,,,,,,,,,,,,32.5,,,16.877184129864137
3619,2020-03-16 09:30:00,23.7,32.9,22.6,10.3,376.0,0.0,161.0,1.2,,,,,,,,,,,,,,,30.4,,,16.63118960853227
3620,2020-03-16 10:00:00,18.4,35.4,34.4,12.6,429.0,0.0,162.0,1.0,,,,,,,,,,,,,,,29.3,,,18.040162977188757
3621,2020-03-16 10:30:00,8.8,24.5,56.9,13.6,483.0,0.0,169.0,0.9,,,,,,,,,,,,,,,31,,,12.52911705007315
3622,2020-03-16 11:00:00,3.8,17.1,69.1,14.4,539.0,0.0,182.0,1.2,,,,,,,,,,,,,,,32.5,,,8.769209343629335
3623,2020-03-16 11:30:00,6.0,18.2,68.1,14.8,527.0,0.0,173.0,1.4,,,,,,,,,,,,,,,33.8,,,9.346293747045227
3624,2020-03-16 12:00:00,6.1,19.4,66.4,15.4,565.0,0.0,172.0,1.3,,,,,,,,,,,,,,,35,,,9.983291776039426
3625,2020-03-16 12:30:00,5.5,17.6,70.9,16.1,607.0,0.0,172.0,1.3,,,,,,,,,,,,,,,36.7,,,9.078978571038899
3626,2020-03-16 13:00:00,4.4,15.4,78.6,16.6,567.0,0.0,204.0,1.4,,,,,,,,,,,,,,,39,,,7.957838499010219
3627,2020-03-16 13:30:00,5.0,17.1,80.2,17.2,534.0,0.0,231.0,1.6,,,,,,,,,,,,,,,41.8,,,8.854598966867597
3628,2020-03-16 14:00:00,2.8,13.9,85.3,17.9,477.0,0.0,206.0,1.6,,,,,,,,,,,,,,,45.2,,,7.214950560246347
3629,2020-03-16 14:30:00,1.4,10.8,89.5,18.2,466.0,0.0,181.0,1.8,,,,,,,,,,,,,,,49.3,,,5.611639112135534
3630,2020-03-16 15:00:00,2.1,12.4,90.2,18.6,441.0,0.0,188.0,1.7,,,,,,,,,,,,,,,54,,,6.4518387633471015
3631,2020-03-16 15:30:00,7.6,21.3,84.6,18.8,389.0,0.0,256.0,1.7,,,,,,,,,,,,,,,58.7,,,11.09019132715003
3632,2020-03-16 16:00:00,4.6,21.0,84.7,18.8,258.0,0.0,247.0,1.6,,,,,,,,,,,,,,,63.3,,,10.933991449302846
3633,2020-03-16 16:30:00,2.3,18.8,85.5,18.3,131.0,0.0,199.0,1.4,,,,,,,,,,,,,,,67.7,,,9.771761633761018
3634,2020-03-16 17:00:00,1.2,21.9,79.5,18.2,135.0,0.0,179.0,1.3,,,,,,,,,,,,,,,71.7,,,11.379157088497053
3635,2020-03-16 17:30:00,1.5,24.7,75.7,18.1,87.0,0.0,180.0,1.1,,,,,,,,,,,,,,,75,,,12.829621467693181
3636,2020-03-16 18:00:00,2.8,32.5,64.4,17.7,51.0,0.0,222.0,0.7,,,,,,,,,,,,,,,76.9,,,16.857896561457245
3637,2020-03-16 18:30:00,11.6,37.4,59.8,17.4,22.0,0.0,289.0,1.6,,,,,,,,,,,,,,,77,,,19.379538809360835
3638,2020-03-16 19:00:00,10.4,40.8,50.6,16.6,9.0,0.0,317.0,0.9,,,,,,,,,,,,,,,75.9,,,21.083104594780316
3639,2020-03-16 19:30:00,6.6,61.2,24.1,16.1,8.0,0.0,291.0,0.2,,,,,,,,,,,,,,,73.1,,,31.57008457656708
3640,2020-03-16 20:00:00,0.0,40.8,34.5,15.3,8.0,0.0,158.0,0.3,,,,,,,,,,,,,,,71.1,,,20.988512581067756
3641,2020-03-16 20:30:00,0.0,37.6,32.0,14.7,8.0,0.0,148.0,0.4,,,,,,,,,,,,,,,68.7,,,19.302121024382288
3642,2020-03-16 21:00:00,0.0,43.1,27.4,14.5,8.0,0.0,157.0,0.6,,,,,,,,,,,,,,,65.5,,,22.110196592843465
3643,2020-03-16 21:30:00,0.0,43.2,25.9,14.3,8.0,0.0,161.0,0.6,,,,,,,,,,,,,,,62.1,,,22.14608769910224
3644,2020-03-16 22:00:00,0.0,40.6,24.0,13.9,8.0,0.0,163.0,0.7,,,,,,,,,,,,,,,58.3,,,20.784258747536466
3645,2020-03-16 22:30:00,0.0,30.1,33.7,13.5,8.0,0.0,169.0,0.8,,,,,,,,,,,,,,,54.8,,,15.387547171837005
3646,2020-03-16 23:00:00,0.0,26.4,37.1,13.3,8.0,0.0,164.0,0.9,,,,,,,,,,,,,,,51.5,,,13.486638262786995
3647,2020-03-16 23:30:00,0.0,24.4,39.2,13.3,8.0,0.0,167.0,1.0,,,,,,,,,,,,,,,48.6,,,12.46492324287889
3648,2020-03-17 00:00:00,0.2,27.1,35.2,13.2,8.0,0.0,161.0,0.7,,,,,,,,,,,,,,,45.5,,,13.839405481346818
3649,2020-03-17 00:30:00,0.0,25.2,36.1,13.2,8.0,0.0,141.0,0.6,,,,,,,,,,,,,,,42.5,,,12.86911506014538
3650,2020-03-17 01:00:00,0.0,24.0,37.0,13.1,8.0,0.0,149.0,0.6,,,,,,,,,,,,,,,39.8,,,12.252019875665363
3651,2020-03-17 01:30:00,0.0,24.1,33.0,12.6,8.0,0.0,162.0,0.6,,,,,,,,,,,,,,,37.1,,,12.28157987995054
3652,2020-03-17 02:00:00,0.0,22.4,31.6,12.2,8.0,0.0,159.0,0.6,,,,,,,,,,,,,,,35.1,,,11.399265025046999
3653,2020-03-17 02:30:00,0.0,19.4,37.3,12.2,8.0,0.0,148.0,0.7,,,,,,,,,,,,,,,33.7,,,9.872577744906776
3654,2020-03-17 03:00:00,0.0,18.0,41.4,12.1,8.0,0.0,162.0,0.6,,,,,,,,,,,,,,,33.1,,,9.156913544629374
3655,2020-03-17 03:30:00,0.0,18.6,,11.8,8.0,0.0,157.0,0.8,,,,,,,,,,,,,,,33.7,,,9.45219257385993
3656,2020-03-17 04:00:00,0.0,17.1,37.9,11.6,8.0,0.0,150.0,0.5,,,,,,,,,,,,,,,33.9,,,8.683819720391075
3657,2020-03-17 04:30:00,0.0,19.8,28.6,11.2,8.0,0.0,153.0,0.6,,,,,,,,,,,,,,,33.7,,,10.040824550593861
3658,2020-03-17 05:00:00,0.0,21.1,21.6,10.5,8.0,0.0,164.0,0.8,,,,,,,,,,,,,,,33.3,,,10.673729655917807
3659,2020-03-17 05:30:00,0.0,21.6,16.9,9.8,8.0,0.0,156.0,0.7,,,,,,,,,,,,,,,32.7,,,10.899696494105024
3660,2020-03-17 06:00:00,0.3,23.1,17.8,9.8,8.0,0.0,160.0,0.8,,,,,,,,,,,,,,,32.3,,,11.656619861751206
3661,2020-03-17 06:30:00,0.8,25.2,16.0,10.1,8.0,0.0,161.0,0.9,,,,,,,,,,,,,,,31.1,,,12.729795148546112
3662,2020-03-17 07:00:00,6.4,36.3,7.1,9.9,15.0,0.0,162.0,0.7,,,,,,,,,,,,,,,29.1,,,18.324019271731736
3663,2020-03-17 07:30:00,13.9,38.2,6.4,9.7,31.0,0.0,144.0,0.4,,,,,,,,,,,,,,,26.9,,,19.26950247365071
3664,2020-03-17 08:00:00,23.8,37.9,6.4,10.2,80.0,0.0,133.0,0.6,,,,,,,,,,,,,,,25,,,19.151966903067635
3665,2020-03-17 08:30:00,19.9,40.7,12.1,11.4,139.0,0.0,140.0,0.5,,,,,,,,,,,,,,,23.4,,,20.65398963664593
3666,2020-03-17 09:00:00,15.8,40.5,25.1,12.6,216.0,0.0,165.0,0.8,,,,,,,,,,,,,,,22.6,,,20.639169507800695
3667,2020-03-17 09:30:00,19.9,36.8,32.9,12.7,249.0,0.0,175.0,1.0,,,,,,,,,,,,,,,22.6,,,18.760178695442377
3668,2020-03-17 10:00:00,15.6,35.1,35.3,13.3,348.0,0.005,178.0,1.0,,,,,,,,,,,,,,,22.9,,,17.931098599387255
3669,2020-03-17 10:30:00,16.5,30.1,41.3,14.1,508.0,0.0,204.0,1.0,,,,,,,,,,,,,,,23.1,,,15.419755538497053
3670,2020-03-17 11:00:00,13.7,25.6,48.5,14.7,521.0,0.0,261.0,1.6,,,,,,,,,,,,,,,23.6,,,13.141869633621983
3671,2020-03-17 11:30:00,14.5,25.8,47.8,14.8,599.0,0.0,292.0,1.6,,,,,,,,,,,,,,,25.1,,,13.249141685371805
3672,2020-03-17 12:00:00,17.4,28.9,47.9,15.2,574.0,0.0,318.0,2.2,,,,,,,,,,,,,,,25.7,,,14.861709026227116
3673,2020-03-17 12:30:00,18.8,36.0,45.8,15.4,648.0,0.0,333.0,1.6,,,,,,,,,,,,,,,26.8,,,18.52569607924842
3674,2020-03-17 13:00:00,18.5,32.6,50.1,15.7,671.0,0.0,307.0,2.0,,,,,,,,,,,,,,,28.6,,,16.793488745182188
3675,2020-03-17 13:30:00,12.3,20.7,59.2,15.8,421.0,0.0,307.0,2.3,,,,,,,,,,,,,,,31.2,,,10.667041872142878
3676,2020-03-17 14:00:00,9.4,17.4,65.8,16.0,508.0,0.0,314.0,2.5,,,,,,,,,,,,,,,34.2,,,8.972705228332797
3677,2020-03-17 14:30:00,8.3,17.2,66.2,16.3,511.0,0.0,315.0,2.2,,,,,,,,,,,,,,,37.4,,,8.878773075952697
3678,2020-03-17 15:00:00,7.6,17.7,66.2,16.8,487.0,0.0,321.0,1.8,,,,,,,,,,,,,,,41.1,,,9.15266011414852
3679,2020-03-17 15:30:00,10.6,24.7,62.9,16.5,237.0,0.0,333.0,1.8,,,,,,,,,,,,,,,44.6,,,12.759141143750488
3680,2020-03-17 16:00:00,6.3,21.6,60.8,16.4,145.0,0.0,348.0,1.6,,,,,,,,,,,,,,,48,,,11.15393928209263
3681,2020-03-17 16:30:00,7.7,23.8,59.3,16.5,204.0,0.0,351.0,1.2,,,,,,,,,,,,,,,50.9,,,12.294233166852699
3682,2020-03-17 17:00:00,3.8,19.0,65.9,16.3,135.0,0.0,351.0,1.3,,,,,,,,,,,,,,,53.5,,,9.807947002505887
3683,2020-03-17 17:30:00,5.2,25.1,58.8,16.4,81.0,0.0,326.0,1.0,,,,,,,,,,,,,,,55.1,,,12.961290554653933
3684,2020-03-17 18:00:00,10.6,30.1,54.9,16.2,48.0,0.0,322.0,1.0,,,,,,,,,,,,,,,56.3,,,15.532484821807213
3685,2020-03-17 18:30:00,8.1,40.2,41.1,15.7,22.0,0.0,322.0,0.7,,,,,,,,,,,,,,,56.3,,,20.70853520111423
3686,2020-03-17 19:00:00,0.0,30.1,42.5,14.6,9.0,0.0,67.0,0.4,,,,,,,,,,,,,,,56,,,15.44659584404709
3687,2020-03-17 19:30:00,0.0,30.6,31.6,13.5,8.0,0.0,158.0,0.5,,,,,,,,,,,,,,,54.9,,,15.643154267714698
3688,2020-03-17 20:00:00,0.3,32.2,31.4,13.0,8.0,0.0,169.0,0.6,,,,,,,,,,,,,,,53.9,,,16.432384089516294
3689,2020-03-17 20:30:00,0.0,27.4,35.4,12.6,8.0,0.0,160.0,0.6,,,,,,,,,,,,,,,53.3,,,13.963289987993557
3690,2020-03-17 21:00:00,0.4,29.2,33.3,12.2,8.0,0.0,168.0,0.8,,,,,,,,,,,,,,,52.2,,,14.859756193364838
3691,2020-03-17 21:30:00,0.0,26.8,33.7,11.8,8.0,0.0,163.0,0.8,,,,,,,,,,,,,,,50.6,,,13.619288224701403
3692,2020-03-17 22:00:00,0.0,24.5,31.9,11.2,8.0,0.0,159.0,0.7,,,,,,,,,,,,,,,48.5,,,12.424252600482301
3693,2020-03-17 22:30:00,0.0,24.0,30.7,10.9,8.0,0.0,156.0,0.6,,,,,,,,,,,,,,,46.3,,,12.157855880114395
3694,2020-03-17 23:00:00,0.0,22.9,29.7,10.6,8.0,0.0,165.0,0.8,,,,,,,,,,,,,,,44,,,11.588368799066822
3695,2020-03-17 23:30:00,0.0,23.6,25.9,10.1,8.0,0.0,162.0,0.8,,,,,,,,,,,,,,,41.7,,,11.921554186733662
3696,2020-03-18 00:00:00,0.0,24.5,23.5,9.7,8.0,0.0,175.0,0.6,,,,,,,,,,,,,,,39.4,,,12.358712319488022
3697,2020-03-18 00:30:00,0.0,22.3,23.4,9.5,8.0,0.0,171.0,0.9,,,,,,,,,,,,,,,37.1,,,11.240996392752105
3698,2020-03-18 01:00:00,0.2,21.3,22.7,9.4,8.0,0.0,172.0,1.0,,,,,,,,,,,,,,,34.4,,,10.733117175839153
3699,2020-03-18 01:30:00,0.0,17.9,22.9,9.0,8.0,0.0,168.0,0.9,,,,,,,,,,,,,,,32.2,,,9.007080436935919
3700,2020-03-18 02:00:00,0.0,16.8,22.6,8.7,8.0,0.0,175.0,1.0,,,,,,,,,,,,,,,30.1,,,8.444584319194403
3701,2020-03-18 02:30:00,0.0,14.7,25.7,8.6,8.0,0.0,168.0,1.2,,,,,,,,,,,,,,,29.2,,,7.3863896680553305
3702,2020-03-18 03:00:00,0.0,13.8,26.4,8.6,8.0,0.0,170.0,1.1,,,,,,,,,,,,,,,28.2,,,6.934161729194801
3703,2020-03-18 03:30:00,0.0,13.0,24.5,8.3,8.0,0.0,163.0,1.0,,,,,,,,,,,,,,,27.7,,,6.525226043970627
3704,2020-03-18 04:00:00,0.0,12.7,22.7,7.9,8.0,0.0,170.0,1.0,,,,,,,,,,,,,,,27.2,,,6.365584186740613
3705,2020-03-18 04:30:00,0.2,14.0,,7.8,8.0,0.0,167.0,1.0,,,,,,,,,,,,,,,26.6,,,7.014682645844915
3706,2020-03-18 05:00:00,0.0,14.1,18.9,7.5,8.0,0.0,168.0,1.1,,,,,,,,,,,,,,,25.7,,,7.057243701788547
3707,2020-03-18 05:30:00,0.7,15.2,18.2,7.4,8.0,0.0,164.0,1.1,,,,,,,,,,,,,,,24.6,,,7.605098031585492
3708,2020-03-18 06:00:00,4.0,18.2,15.0,7.2,8.0,0.0,161.0,1.2,,,,,,,,,,,,,,,23.5,,,9.099612613245803
3709,2020-03-18 06:30:00,8.1,23.2,11.3,7.1,9.0,0.0,166.0,1.3,,,,,,,,,,,,,,,22.2,,,11.595368679417913
3710,2020-03-18 07:00:00,14.4,26.6,8.8,7.0,18.0,0.0,164.0,1.2,,,,,,,,,,,,,,,20.8,,,13.28994608344389
3711,2020-03-18 07:30:00,18.1,27.2,5.5,6.8,49.0,0.0,165.0,0.7,,,,,,,,,,,,,,,19.5,,,13.580017558375035
3712,2020-03-18 08:00:00,28.1,26.4,8.1,7.6,133.0,0.0,160.0,1.3,,,,,,,,,,,,,,,18.4,,,13.218270875466743
3713,2020-03-18 08:30:00,25.9,23.9,9.3,8.4,245.0,0.0,164.0,1.1,,,,,,,,,,,,,,,17.5,,,12.000639459133422
3714,2020-03-18 09:00:00,36.9,27.1,9.9,9.7,332.0,0.0,177.0,0.9,,,,,,,,,,,,,,,16.7,,,13.670249137066344
3715,2020-03-18 09:30:00,24.0,24.7,16.8,10.8,417.0,0.0,174.0,1.3,,,,,,,,,,,,,,,16.2,,,12.508054989704648
3716,2020-03-18 10:00:00,21.2,27.4,21.8,12.4,463.0,0.0,161.0,1.0,,,,,,,,,,,,,,,16.2,,,13.95351690663713
3717,2020-03-18 10:30:00,19.1,30.2,30.6,14.0,529.0,0.0,171.0,1.0,,,,,,,,,,,,,,,16.5,,,15.465598067012913
3718,2020-03-18 11:00:00,9.8,22.5,49.6,15.0,559.0,0.0,195.0,1.1,,,,,,,,,,,,,,,18.1,,,11.562509368470439
3719,2020-03-18 11:30:00,6.3,17.6,67.7,15.4,614.0,0.0,278.0,0.9,,,,,,,,,,,,,,,20.9,,,9.057006972077005
3720,2020-03-18 12:00:00,8.0,15.1,75.6,16.2,652.0,0.0,264.0,1.1,,,,,,,,,,,,,,,24.5,,,7.792043880707272
3721,2020-03-18 12:30:00,8.2,17.7,71.7,16.5,678.0,0.0,320.0,1.4,,,,,,,,,,,,,,,27.4,,,9.143190212323224
3722,2020-03-18 13:00:00,10.0,17.9,74.9,17.1,686.0,0.0,290.0,1.2,,,,,,,,,,,,,,,30.9,,,9.265656908809678
3723,2020-03-18 13:30:00,6.2,14.0,79.2,17.5,651.0,0.0,319.0,1.3,,,,,,,,,,,,,,,34.7,,,7.256869588947587
3724,2020-03-18 14:00:00,6.5,15.0,78.5,17.4,411.0,0.0,344.0,1.5,,,,,,,,,,,,,,,38.7,,,7.772542303219586
3725,2020-03-18 14:30:00,6.0,16.7,77.3,17.7,577.0,0.0,310.0,2.1,,,,,,,,,,,,,,,42.8,,,8.662365310041107
3726,2020-03-18 15:00:00,8.0,21.6,72.1,17.9,537.0,0.0,324.0,2.4,,,,,,,,,,,,,,,46.8,,,11.211721733907993
3727,2020-03-18 15:30:00,8.0,21.7,74.3,17.8,437.0,0.0,319.0,2.2,,,,,,,,,,,,,,,51.1,,,11.259757855502032
3728,2020-03-18 16:00:00,7.6,19.7,77.1,17.7,392.0,0.0,323.0,2.4,,,,,,,,,,,,,,,55.4,,,10.218478838791007
3729,2020-03-18 16:30:00,8.9,19.9,77.8,17.6,258.0,0.0,324.0,2.4,,,,,,,,,,,,,,,59.7,,,10.31867075678444
3730,2020-03-18 17:00:00,7.6,20.1,75.7,17.4,85.0,0.0,320.0,2.1,,,,,,,,,,,,,,,63.8,,,10.415206686314246
3731,2020-03-18 17:30:00,7.5,21.4,70.8,17.1,70.0,0.0,319.0,1.6,,,,,,,,,,,,,,,67.2,,,11.07737753343727
3732,2020-03-18 18:00:00,4.5,19.1,72.2,16.8,52.0,0.0,323.0,1.9,,,,,,,,,,,,,,,70.3,,,9.876599332216767
3733,2020-03-18 18:30:00,8.5,24.6,63.9,16.3,27.0,0.0,315.0,1.5,,,,,,,,,,,,,,,72.4,,,12.698710329560255
3734,2020-03-18 19:00:00,12.7,32.8,53.6,15.6,10.0,0.0,315.0,1.1,,,,,,,,,,,,,,,72.7,,,16.890666701954387
3735,2020-03-18 19:30:00,10.3,45.5,34.1,14.7,7.0,0.0,330.0,0.6,,,,,,,,,,,,,,,70.6,,,23.357619856632823
3736,2020-03-18 20:00:00,1.1,37.2,36.1,13.8,8.0,0.0,168.0,0.7,,,,,,,,,,,,,,,68.1,,,19.037070777814403
3737,2020-03-18 20:30:00,0.0,28.4,36.3,12.7,8.0,0.0,161.0,0.5,,,,,,,,,,,,,,,65.9,,,14.477963993221833
3738,2020-03-18 21:00:00,0.3,37.6,22.1,11.9,8.0,0.0,175.0,0.5,,,,,,,,,,,,,,,62.6,,,19.114363724162484
3739,2020-03-18 21:30:00,1.4,37.9,21.9,11.3,8.0,0.0,223.0,0.3,,,,,,,,,,,,,,,59,,,19.226317224554755
3740,2020-03-18 22:00:00,8.3,40.1,14.7,10.7,8.0,0.0,173.0,0.5,,,,,,,,,,,,,,,55,,,20.299447926124493
3741,2020-03-18 22:30:00,0.4,31.9,18.5,10.4,8.0,0.0,175.0,0.6,,,,,,,,,,,,,,,51.3,,,16.131371400329364
3742,2020-03-18 23:00:00,0.0,24.3,27.1,10.3,8.0,0.0,181.0,0.6,,,,,,,,,,,,,,,48.5,,,12.283826975298913
3743,2020-03-18 23:30:00,1.8,35.6,20.1,10.0,8.0,0.0,317.0,1.2,,,,,,,,,,,,,,,45.1,,,17.97701246426338
3744,2020-03-19 00:00:00,0.0,38.1,11.8,9.2,8.0,0.0,168.0,0.6,,,,,,,,,,,,,,,41,,,19.185084808321076
3745,2020-03-19 00:30:00,0.2,32.3,14.5,9.1,8.0,0.0,169.0,1.0,,,,,,,,,,,,,,,37.1,,,16.258760305674166
3746,2020-03-19 01:00:00,0.0,24.1,21.9,9.1,8.0,0.0,171.0,0.8,,,,,,,,,,,,,,,33.7,,,12.131149330239857
3747,2020-03-19 01:30:00,,,,9.5,8.0,0.0,170.0,0.5,,,,,,,,,,,,,,,31.3,,,
3748,2020-03-19 02:00:00,0.0,16.0,27.3,9.8,8.0,0.0,226.0,0.5,,,,,,,,,,,,,,,28.3,,,8.07384925489261
3749,2020-03-19 02:30:00,0.0,16.8,21.6,10.0,8.0,0.0,125.0,0.4,,,,,,,,,,,,,,,25.4,,,8.483533971899575
3750,2020-03-19 03:00:00,0.9,21.6,23.1,9.8,8.0,0.0,302.0,1.2,,,,,,,,,,,,,,,23.4,,,10.899696494105024
3751,2020-03-19 03:30:00,2.5,41.2,4.1,9.0,8.0,0.0,49.0,0.6,,,,,,,,,,,,,,,21.4,,,20.731380670489383
3752,2020-03-19 04:00:00,0.4,39.7,6.8,9.2,8.0,0.0,35.0,0.3,,,,,,,,,,,,,,,19.5,,,19.990757661163954
3753,2020-03-19 04:30:00,0.1,33.0,11.2,9.4,8.0,0.0,162.0,0.7,,,,,,,,,,,,,,,17.8,,,16.628773089328263
3754,2020-03-19 05:00:00,0.2,14.5,27.8,9.6,8.0,0.0,192.0,0.8,,,,,,,,,,,,,,,18.2,,,7.311754001127151
3755,2020-03-19 05:30:00,0.4,20.0,18.2,9.1,8.0,0.0,333.0,0.8,,,,,,,,,,,,,,,17.9,,,10.067343842522703
3756,2020-03-19 06:00:00,6.0,38.9,4.3,8.5,8.0,0.0,348.0,0.6,,,,,,,,,,,,,,,17.2,,,19.539359007491516
3757,2020-03-19 06:30:00,7.6,37.1,3.8,8.6,9.0,0.0,162.0,0.6,,,,,,,,,,,,,,,16.2,,,18.641840590806314
3758,2020-03-19 07:00:00,5.5,27.5,9.5,8.9,19.0,0.0,162.0,1.2,,,,,,,,,,,,,,,15.1,,,13.832789033932157
3759,2020-03-19 07:30:00,5.6,25.2,10.6,9.2,48.0,0.0,145.0,0.6,,,,,,,,,,,,,,,14.4,,,12.689347432275357
3760,2020-03-19 08:00:00,29.3,32.0,7.3,9.4,113.0,0.0,343.0,0.6,,,,,,,,,,,,,,,14.1,,,16.124870874500136
3761,2020-03-19 08:30:00,64.1,46.1,7.2,9.5,195.0,0.0,331.0,1.1,,,,,,,,,,,,,,,13.6,,,23.2381136190974
3762,2020-03-19 09:00:00,58.7,44.3,9.2,9.9,162.0,0.0,321.0,0.8,,,,,,,,,,,,,,,12.8,,,22.362370626383356
3763,2020-03-19 09:30:00,47.8,40.7,11.9,10.7,288.0,0.0,321.0,1.0,,,,,,,,,,,,,,,12.7,,,20.603180314046558
3764,2020-03-19 10:00:00,41.2,38.9,20.1,12.0,481.0,0.0,318.0,1.2,,,,,,,,,,,,,,,12.3,,,19.782170143746512
3765,2020-03-19 10:30:00,27.1,35.7,29.5,13.0,537.0,0.0,323.0,1.3,,,,,,,,,,,,,,,12.8,,,18.218512794898498
3766,2020-03-19 11:00:00,18.7,31.3,37.1,13.7,584.0,0.0,332.0,1.7,,,,,,,,,,,,,,,13.7,,,16.012168342325072
